congress,name,birth,position,party,state,death
87,"BOLAND, Edward Patrick",1911,Representative,Democrat,MA,2001
87,"BOLLING, Richard Walker",1916,Representative,Democrat,MO,1991
87,"BOLTON, Frances Payne",1885,Representative,Republican,OH,1977
87,"BONNER, Herbert Covington",1891,Representative,Democrat,NC,1965
87,"BOTTUM, Joseph H.",1903,Senator,Republican,SD,1984
87,"BOW, Frank Townsend",1901,Representative,Republican,OH,1972
87,"BOYKIN, Frank William",1885,Representative,Democrat,AL,1969
87,"BRADEMAS, John",1927,Representative,Democrat,IN,2016
87,"BRAY, William Gilmer",1903,Representative,Republican,IN,1979
87,"BREEDING, James Floyd",1901,Representative,Democrat,KS,1977
87,"BREWSTER, Daniel Baugh",1923,Representative,Democrat,MD,2007
87,"BRIDGES, Henry Styles (Styles)",1898,Senator,Republican,NH,1961
87,"BROMWELL, James Edward",1920,Representative,Republican,IA,2009
87,"BROOKS, Jack Bascom",1922,Representative,Democrat,TX,2012
87,"BROOKS, Overton",1897,Representative,Democrat,LA,1961
87,"BROOMFIELD, William S.",1922,Representative,Republican,MI,
87,"BROWN, Clarence J.",1893,Representative,Republican,OH,1965
87,"BROYHILL, Joel Thomas",1919,Representative,Republican,VA,2006
87,"BRUCE, Donald Cogley",1921,Representative,Republican,IN,1969
87,"BUCKLEY, Charles Anthony",1890,Representative,Democrat,NY,1967
87,"BURDICK, Quentin Northrup",1908,Senator,Democrat,ND,1992
87,"BURKE, Frank Welsh",1920,Representative,Democrat,KY,2007
87,"BURKE, James Anthony",1910,Representative,Democrat,MA,1983
87,"BURLESON, Omar Truman",1906,Representative,Democrat,TX,1991
87,"BUSH, Prescott Sheldon",1895,Senator,Republican,CT,1972
87,"BUTLER, John Marshall",1897,Senator,Republican,MD,1978
87,"BYRD, Harry Flood",1887,Senator,Democrat,VA,1966
87,"BYRD, Robert Carlyle",1917,Senator,Democrat,WV,2010
87,"BYRNE, James Aloysius",1906,Representative,Democrat,PA,1980
87,"BYRNES, John William",1913,Representative,Republican,WI,1985
87,"CAHILL, William Thomas",1912,Representative,Republican,NJ,1996
87,"CANNON, Clarence Andrew",1879,Representative,Democrat,MO,1964
87,"CANNON, Howard Walter",1912,Senator,Democrat,NV,2002
87,"CAPEHART, Homer Earl",1897,Senator,Republican,IN,1979
87,"CAREY, Hugh Leo",1919,Representative,Democrat,NY,2011
87,"CARLSON, Frank",1893,Senator,Republican,KS,1987
87,"CARROLL, John Albert",1901,Senator,Democrat,CO,1983
87,"CASE, Clifford Philip",1904,Senator,Republican,NJ,1982
87,"CASE, Francis Higbee",1896,Senator,Republican,SD,1962
87,"CASEY, Robert Randolph",1915,Representative,Democrat,TX,1986
87,"CEDERBERG, Elford Albin",1918,Representative,Republican,MI,2006
87,"CELLER, Emanuel",1888,Representative,Democrat,NY,1981
87,"CHAMBERLAIN, Charles Ernest",1917,Representative,Republican,MI,2002
87,"CHAVEZ, Dennis",1888,Senator,Democrat,NM,1962
87,"CHELF, Frank Leslie",1907,Representative,Democrat,KY,1982
87,"CHENOWETH, John Edgar",1897,Representative,Republican,CO,1986
87,"CHIPERFIELD, Robert Bruce",1899,Representative,Republican,IL,1971
87,"CHURCH, Frank Forrester",1924,Senator,Democrat,ID,1984
87,"CHURCH, Marguerite Stitt",1892,Representative,Republican,IL,1990
87,"CLANCY, Donald Daniel",1921,Representative,Republican,OH,2007
87,"CLARK, Frank Monroe",1915,Representative,Democrat,PA,2003
87,"CLARK, Joseph Sill",1901,Senator,Democrat,PA,1990
87,"COAD, Merwin",1924,Representative,Democrat,IA,
87,"COHELAN, Jeffery",1914,Representative,Democrat,CA,1999
87,"COLLIER, Harold Reginald",1915,Representative,Republican,IL,2006
87,"COLMER, William Meyers",1890,Representative,Democrat,MS,1980
87,"CONTE, Silvio Ottavio",1921,Representative,Republican,MA,1991
87,"COOK, Robert Eugene",1920,Representative,Democrat,OH,1988
87,"COOLEY, Harold Dunbar",1897,Representative,Democrat,NC,1974
87,"COOPER, John Sherman",1901,Senator,Republican,KY,1991
87,"CORBETT, Robert James",1905,Representative,Republican,PA,1971
87,"CORMAN, James Charles",1920,Representative,Democrat,CA,2000
87,"COTTON, Norris H.",1900,Senator,Republican,NH,1989
87,"CRAMER, William Cato",1922,Representative,Republican,FL,2003
87,"CUNNINGHAM, Glenn Clarence",1912,Representative,Republican,NE,2003
87,"CURTIN, Willard Sevier",1905,Representative,Republican,PA,1996
87,"CURTIS, Carl Thomas",1905,Senator,Republican,NE,2000
87,"CURTIS, Laurence",1893,Representative,Republican,MA,1989
87,"CURTIS, Thomas Bradford",1911,Representative,Republican,MO,1993
87,"DADDARIO, Emilio Quincy",1918,Representative,Democrat,CT,2010
87,"DAGUE, Paul Bartram",1898,Representative,Republican,PA,1974
87,"DANIELS, Dominick Vincent",1908,Representative,Democrat,NJ,1987
87,"DAVIS, Clifford",1897,Representative,Democrat,TN,1970
87,"DAVIS, James Curran",1895,Representative,Democrat,GA,1981
87,"DAVIS, John William",1916,Representative,Democrat,GA,1992
87,"DAWSON, William Levi",1886,Representative,Democrat,IL,1970
87,"DELANEY, James Joseph",1901,Representative,Democrat,NY,1987
87,"DENT, John Herman",1908,Representative,Democrat,PA,1988
87,"DENTON, Winfield Kirkpatrick",1896,Representative,Democrat,IN,1971
87,"DEROUNIAN, Steven Boghos",1918,Representative,Republican,NY,2007
87,"DERWINSKI, Edward Joseph",1926,Representative,Republican,IL,2012
87,"DEVINE, Samuel Leeper",1915,Representative,Republican,OH,1997
87,"DIGGS, Charles Coles, Jr.",1922,Representative,Democrat,MI,1998
87,"DINGELL, John David, Jr.",1926,Representative,Democrat,MI,
87,"DIRKSEN, Everett McKinley",1896,Senator,Republican,IL,1969
87,"DODD, Thomas Joseph",1907,Senator,Democrat,CT,1971
87,"DOLE, Robert Joseph",1923,Representative,Republican,KS,
87,"DOMINICK, Peter Hoyt",1915,Representative,Republican,CO,1981
87,"DONOHUE, Harold Daniel",1901,Representative,Democrat,MA,1984
87,"DOOLEY, Edwin Benedict",1905,Representative,Republican,NY,1982
87,"DORN, William Jennings Bryan",1916,Representative,Democrat,SC,2005
87,"DOUGLAS, Paul Howard",1892,Senator,Democrat,IL,1976
87,"DOWDY, John Vernard",1912,Representative,Democrat,TX,1995
87,"DOWNING, Thomas Nelms",1919,Representative,Democrat,VA,2001
87,"DOYLE, Clyde Gilman",1887,Representative,Democrat,CA,1963
87,"DULSKI, Thaddeus Joseph",1915,Representative,Democrat,NY,1988
87,"DURNO, Edwin Russell",1899,Representative,Republican,OR,1976
87,"DWORSHAK, Henry Clarence",1894,Senator,Republican,ID,1962
87,"DWYER, Florence Price",1902,Representative,Republican,NJ,1976
87,"EASTLAND, James Oliver",1904,Senator,Democrat,MS,1986
87,"EDMONDSON, Edmond Augustus",1919,Representative,Democrat,OK,1990
87,"ELLENDER, Allen Joseph",1890,Senator,Democrat,LA,1972
87,"ELLIOTT, Carl Atwood",1913,Representative,Democrat,AL,1999
87,"ELLSWORTH, Robert Fred",1926,Representative,Republican,KS,2011
87,"ENGLE, Clair",1911,Senator,Democrat,CA,1964
87,"ERVIN, Samuel James, Jr.",1896,Senator,Democrat,NC,1985
87,"EVERETT, Robert Ashton",1915,Representative,Democrat,TN,1969
87,"EVINS, Joseph Landon",1910,Representative,Democrat,TN,1984
87,"FALLON, George Hyde",1902,Representative,Democrat,MD,1980
87,"FARBSTEIN, Leonard",1902,Representative,Democrat,NY,1993
87,"FASCELL, Dante Bruno",1917,Representative,Democrat,FL,1998
87,"FEIGHAN, Michael Aloysius",1905,Representative,Democrat,OH,1992
87,"FENTON, Ivor David",1889,Representative,Republican,PA,1986
87,"FERNÓS-ISERN, Antonio",1895,Resident Commissioner,Popular Democrat,PR,1974
87,"FINDLEY, Paul",1921,Representative,Republican,IL,
87,"FINNEGAN, Edward Rowan",1905,Representative,Democrat,IL,1971
87,"FINO, Paul Albert",1913,Representative,Republican,NY,2009
87,"FISHER, Ovie Clark",1903,Representative,Democrat,TX,1994
87,"FLOOD, Daniel John",1903,Representative,Democrat,PA,1994
87,"FLYNT, John James, Jr.",1914,Representative,Democrat,GA,2007
87,"FOGARTY, John Edward",1913,Representative,Democrat,RI,1967
87,"FONG, Hiram Leong",1906,Senator,Republican,HI,2004
87,"FORD, Gerald Rudolph, Jr.",1913,Representative,Republican,MI,2006
87,"FORRESTER, Elijah Lewis",1896,Representative,Democrat,GA,1970
87,"FOUNTAIN, Lawrence H.",1913,Representative,Democrat,NC,2002
87,"FRAZIER, James Beriah, Jr.",1890,Representative,Democrat,TN,1978
87,"FRELINGHUYSEN, Peter Hood Ballantine, Jr.",1916,Representative,Republican,NJ,2011
87,"FRIEDEL, Samuel Nathaniel",1898,Representative,Democrat,MD,1979
87,"FULBRIGHT, James William",1905,Senator,Democrat,AR,1995
87,"FULTON, James Grove",1903,Representative,Republican,PA,1971
87,"GALLAGHER, Cornelius Edward",1921,Representative,Democrat,NJ,
87,"GARLAND, Peter Adams",1923,Representative,Republican,ME,2005
87,"GARMATZ, Edward Alexander",1903,Representative,Democrat,MD,1986
87,"GARY, Julian Vaughan",1892,Representative,Democrat,VA,1973
87,"GATHINGS, Ezekiel Candler",1903,Representative,Democrat,AR,1979
87,"GAVIN, Leon Harry",1893,Representative,Republican,PA,1963
87,"GIAIMO, Robert Nicholas",1919,Representative,Democrat,CT,2006
87,"GILBERT, Jacob H.",1920,Representative,Democrat,NY,1981
87,"GLENN, Milton Willits",1903,Representative,Republican,NJ,1967
87,"GOLDWATER, Barry Morris",1909,Senator,Republican,AZ,1998
87,"GONZÁLEZ, Henry B.",1916,Representative,Democrat,TX,2000
87,"GOODELL, Charles Ellsworth",1926,Representative,Republican,NY,1987
87,"GOODLING, George Atlee",1896,Representative,Republican,PA,1982
87,"GORE, Albert Arnold",1907,Senator,Democrat,TN,1998
87,"GRANAHAN, Kathryn Elizabeth",1894,Representative,Democrat,PA,1979
87,"GRANT, George McInvale",1897,Representative,Democrat,AL,1982
87,"GRAY, Kenneth James",1924,Representative,Democrat,IL,2014
87,"GREEN, Edith Starrett",1910,Representative,Democrat,OR,1987
87,"GREEN, William Joseph, Jr.",1910,Representative,Democrat,PA,1963
87,"GRIFFIN, Robert Paul",1923,Representative,Republican,MI,2015
87,"GRIFFITHS, Martha Wright",1912,Representative,Democrat,MI,2003
87,"GROSS, Harold Royce",1899,Representative,Republican,IA,1987
87,"GRUENING, Ernest Henry",1887,Senator,Democrat,AK,1974
87,"GUBSER, Charles Samuel",1916,Representative,Republican,CA,2011
87,"HAGAN, George Elliott",1916,Representative,Democrat,GA,1990
87,"HAGEN, Harlan Francis",1914,Representative,Democrat,CA,1990
87,"HALEY, James Andrew",1899,Representative,Democrat,FL,1981
87,"HALL, Durward Gorham",1910,Representative,Republican,MO,2001
87,"HALLECK, Charles Abraham",1900,Representative,Republican,IN,1986
87,"HALPERN, Seymour",1913,Representative,Republican,NY,1997
87,"HANSEN, Julia Butler",1907,Representative,Democrat,WA,1988
87,"HARDING, Ralph R.",1929,Representative,Democrat,ID,2006
87,"HARDY, Porter, Jr.",1903,Representative,Democrat,VA,1995
87,"HARRIS, Oren",1903,Representative,Democrat,AR,1997
87,"HARRISON, Burr Powell",1904,Representative,Democrat,VA,1973
87,"HARRISON, William Henry",1896,Representative,Republican,WY,1990
87,"HARSHA, William Howard",1921,Representative,Republican,OH,2010
87,"HART, Philip Aloysius",1912,Senator,Democrat,MI,1976
87,"HARTKE, Rupert Vance",1919,Senator,Democrat,IN,2003
87,"HARVEY, James",1922,Representative,Republican,MI,
87,"HARVEY, Ralph",1901,Representative,Republican,IN,1991
87,"HAYDEN, Carl Trumbull",1877,Senator,Democrat,AZ,1972
87,"HAYS, Wayne Levere",1911,Representative,Democrat,OH,1989
87,"HEALEY, James Christopher",1909,Representative,Democrat,NY,1981
87,"HÉBERT, Felix Edward",1901,Representative,Democrat,LA,1979
87,"HECHLER, Kenneth William",1914,Representative,Democrat,WV,2016
87,"HEMPHILL, Robert Witherspoon",1915,Representative,Democrat,SC,1983
87,"HENDERSON, David Newton",1921,Representative,Democrat,NC,2004
87,"HERLONG, Albert Sydney, Jr.",1909,Representative,Democrat,FL,1995
87,"HICKENLOOPER, Bourke Blakemore",1896,Senator,Republican,IA,1971
87,"HICKEY, John Joseph",1911,Senator,Democrat,WY,1970
87,"HIESTAND, Edgar Willard",1888,Representative,Republican,CA,1970
87,"HILL, Joseph Lister",1894,Senator,Democrat,AL,1984
87,"HOEVEN, Charles Bernard",1895,Representative,Republican,IA,1980
87,"HOFFMAN, Clare Eugene",1875,Representative,Republican,MI,1967
87,"HOFFMAN, Elmer Joseph",1899,Representative,Republican,IL,1976
87,"HOLIFIELD, Chester Earl",1903,Representative,Democrat,CA,1995
87,"HOLLAND, Elmer Joseph",1894,Representative,Democrat,PA,1968
87,"HOLLAND, Spessard Lindsey",1892,Senator,Democrat,FL,1971
87,"HOLTZMAN, Lester",1913,Representative,Democrat,NY,2002
87,"HORAN, Walter Franklin (Walt)",1898,Representative,Republican,WA,1966
87,"HOSMER, Craig",1915,Representative,Republican,CA,1982
87,"HRUSKA, Roman Lee",1904,Senator,Republican,NE,1999
87,"HUDDLESTON, George Jr.",1920,Representative,Democrat,AL,1971
87,"HULL, William Raleigh, Jr.",1906,Representative,Democrat,MO,1977
87,"HUMPHREY, Hubert Horatio, Jr.",1911,Senator,Democrat,MN,1978
87,"ICHORD, Richard Howard, II",1926,Representative,Democrat,MO,1992
87,"IKARD, Frank Neville",1913,Representative,Democrat,TX,1991
87,"INOUYE, Daniel Ken",1924,Representative,Democrat,HI,2012
87,"JACKSON, Henry Martin (Scoop)",1912,Senator,Democrat,WA,1983
87,"JARMAN, John",1915,Representative,Democrat,OK,1982
87,"JAVITS, Jacob Koppel",1904,Senator,Republican,NY,1986
87,"JENNINGS, William Pat",1919,Representative,Democrat,VA,1994
87,"JENSEN, Benton Franklin",1892,Representative,Republican,IA,1970
87,"JOELSON, Charles Samuel",1916,Representative,Democrat,NJ,1999
87,"JOHANSEN, August Edgar",1905,Representative,Republican,MI,1995
87,"JOHNSON, Harold Terry",1907,Representative,Democrat,CA,1988
87,"JOHNSON, Lester Roland",1901,Representative,Democrat,WI,1975
87,"JOHNSON, Thomas Francis",1909,Representative,Democrat,MD,1988
87,"JOHNSTON, Olin DeWitt Talmadge",1896,Senator,Democrat,SC,1965
87,"JONAS, Charles Raper",1904,Representative,Republican,NC,1988
87,"JONES, Paul Caruthers",1901,Representative,Democrat,MO,1981
87,"JONES, Robert Emmett, Jr.",1912,Representative,Democrat,AL,1997
87,"JORDAN, Benjamin Everett",1896,Senator,Democrat,NC,1974
87,"JORDAN, Leonard Beck (Len)",1899,Senator,Republican,ID,1983
87,"JUDD, Walter Henry",1898,Representative,Republican,MN,1994
87,"KARSTEN, Frank Melvin",1913,Representative,Democrat,MO,1992
87,"KARTH, Joseph Edward",1922,Representative,Democrat,MN,2005
87,"KASTENMEIER, Robert William",1924,Representative,Democrat,WI,2015
87,"KEARNS, Carroll Dudley",1900,Representative,Republican,PA,1976
87,"KEATING, Kenneth Barnard",1900,Senator,Republican,NY,1975
87,"KEE, Maude Elizabeth",1895,Representative,Democrat,WV,1975
87,"KEFAUVER, Carey Estes",1903,Senator,Democrat,TN,1963
87,"KEITH, Hastings",1915,Representative,Republican,MA,2005
87,"KELLY, Edna Flannery",1906,Representative,Democrat,NY,1997
87,"KENNEDY, Edward Moore (Ted)",1932,Senator,Democrat,MA,2009
87,"KEOGH, Eugene James",1907,Representative,Democrat,NY,1989
87,"KERR, Robert Samuel",1896,Senator,Democrat,OK,1963
87,"KILBURN, Clarence Evans",1893,Representative,Republican,NY,1975
87,"KILDAY, Paul Joseph",1900,Representative,Democrat,TX,1968
87,"KILGORE, Joe Madison",1918,Representative,Democrat,TX,1999
87,"KING, Carleton James",1904,Representative,Republican,NY,1977
87,"KING, Cecil Rhodes",1898,Representative,Democrat,CA,1974
87,"KING, David Sjodahl",1917,Representative,Democrat,UT,2009
87,"KIRWAN, Michael Joseph",1886,Representative,Democrat,OH,1970
87,"KITCHIN, Alvin Paul",1908,Representative,Democrat,NC,1983
87,"KLUCZYNSKI, John Carl",1896,Representative,Democrat,IL,1975
87,"KNOX, Victor Alfred",1899,Representative,Republican,MI,1976
87,"KORNEGAY, Horace Robinson",1924,Representative,Democrat,NC,2009
87,"KOWALSKI, Frank",1907,Representative,Democrat,CT,1974
87,"KUCHEL, Thomas Henry",1910,Senator,Republican,CA,1994
87,"KUNKEL, John Crain",1898,Representative,Republican,PA,1970
87,"KYL, John Henry",1919,Representative,Republican,IA,2002
87,"LAIRD, Melvin Robert",1922,Representative,Republican,WI,2016
87,"LANDRUM, Phillip Mitchell",1907,Representative,Democrat,GA,1990
87,"LANE, Thomas Joseph",1898,Representative,Democrat,MA,1994
87,"LANGEN, Odin Elsford Stanley",1913,Representative,Republican,MN,1976
87,"LANKFORD, Richard Estep",1914,Representative,Democrat,MD,2003
87,"LATTA, Delbert Leroy",1920,Representative,Republican,OH,2016
87,"LAUSCHE, Frank John",1895,Senator,Democrat,OH,1990
87,"LENNON, Alton Asa",1906,Representative,Democrat,NC,1986
87,"LESINSKI, John, Jr.",1914,Representative,Democrat,MI,2005
87,"LIBONATI, Roland Victor",1900,Representative,Democrat,IL,1991
87,"LINDSAY, John Vliet",1921,Representative,Republican,NY,2000
87,"LIPSCOMB, Glenard Paul",1915,Representative,Republican,CA,1970
87,"LONG, Edward Vaughn",1908,Senator,Democrat,MO,1972
87,"LONG, Oren Ethelbirt",1889,Senator,Democrat,HI,1965
87,"LONG, Russell Billiu",1918,Senator,Democrat,LA,2003
87,"LOSER, Joseph Carlton",1892,Representative,Democrat,TN,1984
87,"MACDONALD, Torbert Hart",1917,Representative,Democrat,MA,1976
87,"MacGREGOR, Clark",1922,Representative,Republican,MN,2003
87,"MACHROWICZ, Thaddeus Michael",1899,Representative,Democrat,MI,1970
87,"MACK, Peter Francis, Jr.",1916,Representative,Democrat,IL,1986
87,"MADDEN, Ray John",1892,Representative,Democrat,IN,1987
87,"MAGNUSON, Donald Hammer",1911,Representative,Democrat,WA,1979
87,"MAGNUSON, Warren Grant",1905,Senator,Democrat,WA,1989
87,"MAHON, George Herman",1900,Representative,Democrat,TX,1985
87,"MAILLIARD, William Somers",1917,Representative,Republican,CA,1992
87,"MANSFIELD, Michael Joseph (Mike)",1903,Senator,Democrat,MT,2001
87,"MARSHALL, Fred",1906,Representative,Democrat,MN,1985
87,"MARTIN, David Thomas",1907,Representative,Republican,NE,1997
87,"MARTIN, Joseph William, Jr.",1884,Representative,Republican,MA,1968
87,"MASON, Noah Morgan",1882,Representative,Republican,IL,1965
87,"MATHIAS, Charles McCurdy, Jr.",1922,Representative,Republican,MD,2010
87,"MATTHEWS, Donald Ray (Billy)",1907,Representative,Democrat,FL,1997
87,"MAY, Catherine Dean",1914,Representative,Republican,WA,2004
87,"McCARTHY, Eugene Joseph",1916,Senator,Democrat,MN,2005
87,"McCLELLAN, John Little",1896,Senator,Democrat,AR,1977
87,"McCORMACK, John William",1891,Representative,Democrat,MA,1980
87,"McCULLOCH, William Moore",1901,Representative,Republican,OH,1980
87,"McDONOUGH, Gordon Leo",1895,Representative,Republican,CA,1968
87,"McDOWELL, Harris Brown, Jr.",1906,Representative,Democrat,DE,1988
87,"McFALL, John Joseph",1918,Representative,Democrat,CA,2006
87,"McGEE, Gale William",1915,Senator,Democrat,WY,1992
87,"McINTIRE, Clifford Guy",1908,Representative,Republican,ME,1974
87,"McINTYRE, Thomas James",1915,Senator,Democrat,NH,1992
87,"McMILLAN, John Lanneau",1898,Representative,Democrat,SC,1979
87,"McNAMARA, Patrick Vincent",1894,Senator,Democrat,MI,1966
87,"McSWEEN, Harold Barnett",1926,Representative,Democrat,LA,2002
87,"McVEY, Walter Lewis, Jr.",1922,Representative,Republican,KS,2014
87,"MEADER, George",1907,Representative,Republican,MI,1994
87,"MECHEM, Edwin Leard",1912,Senator,Republican,NM,2002
87,"MERROW, Chester Earl",1906,Representative,Republican,NH,1974
87,"METCALF, Lee Warren",1911,Senator,Democrat,MT,1978
87,"MICHEL, Robert Henry",1923,Representative,Republican,IL,2017
87,"MILLER, Clement Woodnutt",1916,Representative,Democrat,CA,1962
87,"MILLER, George Paul",1891,Representative,Democrat,CA,1982
87,"MILLER, Jack Richard",1916,Senator,Republican,IA,1994
87,"MILLER, William Edward",1914,Representative,Republican,NY,1983
87,"MILLIKEN, William H., Jr.",1897,Representative,Republican,PA,1969
87,"MILLS, Wilbur Daigh",1909,Representative,Democrat,AR,1992
87,"MINSHALL, William Edwin, Jr.",1911,Representative,Republican,OH,1990
87,"MOELLER, Walter Henry",1910,Representative,Democrat,OH,1999
87,"MONAGAN, John Stephen",1911,Representative,Democrat,CT,2005
87,"MONRONEY, Almer Stillwell Mike",1902,Senator,Democrat,OK,1980
87,"MONTOYA, Joseph Manuel",1915,Representative,Democrat,NM,1978
87,"MOORE, Arch Alfred, Jr.",1923,Representative,Republican,WV,2015
87,"MOOREHEAD, Tom Van Horn",1898,Representative,Republican,OH,1979
87,"MOORHEAD, William Singer",1923,Representative,Democrat,PA,1987
87,"MORGAN, Thomas Ellsworth",1906,Representative,Democrat,PA,1995
87,"MORRIS, Thomas Gayle",1919,Representative,Democrat,NM,2016
87,"MORRISON, James Hobson",1908,Representative,Democrat,LA,2000
87,"MORSE, Frank Bradford",1921,Representative,Republican,MA,1994
87,"MORSE, Wayne Lyman",1900,Senator,Democrat,OR,1974
87,"MORTON, Thruston Ballard",1907,Senator,Republican,KY,1982
87,"MOSHER, Charles Adams",1906,Representative,Republican,OH,1984
87,"MOSS, Frank Edward (Ted)",1911,Senator,Democrat,UT,2003
87,"MOSS, John Emerson",1915,Representative,Democrat,CA,1997
87,"MOULDER, Morgan Moore",1904,Representative,Democrat,MO,1976
87,"MULTER, Abraham Jacob",1900,Representative,Democrat,NY,1986
87,"MUMMA, Walter Mann",1890,Representative,Republican,PA,1961
87,"MUNDT, Karl Earl",1900,Senator,Republican,SD,1974
87,"MURPHY, Maurice J., Jr.",1927,Senator,Republican,NH,2002
87,"MURPHY, William Thomas",1899,Representative,Democrat,IL,1978
87,"MURRAY, Thomas Jefferson",1894,Representative,Democrat,TN,1971
87,"MUSKIE, Edmund Sixtus",1914,Senator,Democrat,ME,1996
87,"NATCHER, William Huston",1909,Representative,Democrat,KY,1994
87,"NEDZI, Lucien Norbert",1925,Representative,Democrat,MI,
87,"NELSEN, Ancher",1904,Representative,Republican,MN,1992
87,"NEUBERGER, Maurine Brown",1907,Senator,Democrat,OR,2000
87,"NIX, Robert Nelson Cornelius, Sr.",1898,Representative,Democrat,PA,1987
87,"NORBLAD, Albin Walter, Jr.",1908,Representative,Republican,OR,1964
87,"NORRELL, Catherine Dorris",1901,Representative,Democrat,AR,1981
87,"NORRELL, William Frank",1896,Representative,Democrat,AR,1961
87,"NYGAARD, Hjalmar Carl",1906,Representative,Republican,ND,1963
87,"O'BRIEN, Leo William",1900,Representative,Democrat,NY,1982
87,"O'BRIEN, Thomas Joseph",1878,Representative,Democrat,IL,1964
87,"O'HARA, Barratt",1882,Representative,Democrat,IL,1969
87,"O'HARA, James Grant",1925,Representative,Democrat,MI,1989
87,"O'KONSKI, Alvin Edward",1904,Representative,Republican,WI,1987
87,"O'NEILL, Thomas Philip, Jr. (Tip)",1912,Representative,Democrat,MA,1994
87,"OLSEN, Arnold",1916,Representative,Democrat,MT,1990
87,"OSMERS, Frank Charles, Jr.",1907,Representative,Republican,NJ,1977
87,"OSTERTAG, Harold Charles",1896,Representative,Republican,NY,1985
87,"PASSMAN, Otto Ernest",1900,Representative,Democrat,LA,1988
87,"PASTORE, John Orlando",1907,Senator,Democrat,RI,2000
87,"PATMAN, John William Wright",1893,Representative,Democrat,TX,1976
87,"PEARSON, James Blackwood",1920,Senator,Republican,KS,2009
87,"PELL, Claiborne de Borda",1918,Senator,Democrat,RI,2009
87,"PELLY, Thomas Minor",1902,Representative,Republican,WA,1973
87,"PERKINS, Carl Dewey",1912,Representative,Democrat,KY,1984
87,"PETERSON, Morris Blaine",1906,Representative,Democrat,UT,1985
87,"PFOST, Gracie Bowers",1906,Representative,Democrat,ID,1965
87,"PHILBIN, Philip Joseph",1898,Representative,Democrat,MA,1972
87,"PIKE, Otis Grey",1921,Representative,Democrat,NY,2014
87,"PILCHER, John Leonard",1898,Representative,Democrat,GA,1981
87,"PILLION, John Raymond",1904,Representative,Republican,NY,1978
87,"PIRNIE, Alexander",1903,Representative,Republican,NY,1982
87,"POAGE, William Robert",1899,Representative,Democrat,TX,1987
87,"POFF, Richard Harding",1923,Representative,Republican,VA,2011
87,"POWELL, Adam Clayton, Jr.",1908,Representative,Democrat,NY,1972
87,"PRICE, Charles Melvin",1905,Representative,Democrat,IL,1988
87,"PROUTY, Winston Lewis",1906,Senator,Republican,VT,1971
87,"PROXMIRE, William",1915,Senator,Democrat,WI,2005
87,"PUCINSKI, Roman Conrad",1919,Representative,Democrat,IL,2002
87,"PURCELL, Graham Boynton, Jr.",1919,Representative,Democrat,TX,2011
87,"QUIE, Albert Harold",1923,Representative,Republican,MN,
87,"RABAUT, Louis Charles",1886,Representative,Democrat,MI,1961
87,"RAINS, Albert McKinley",1902,Representative,Democrat,AL,1991
87,"RANDALL, William Joseph",1909,Representative,Democrat,MO,2000
87,"RANDOLPH, Jennings",1902,Senator,Democrat,WV,1998
87,"RAY, John Henry",1886,Representative,Republican,NY,1975
87,"RAYBURN, Samuel Taliaferro",1882,Representative,Democrat,TX,1961
87,"REECE, Brazilla Carroll",1889,Representative,Republican,TN,1961
87,"REECE, Louise Goff",1898,Representative,Republican,TN,1970
87,"REIFEL, Benjamin",1906,Representative,Republican,SD,1990
87,"REUSS, Henry Schoellkopf",1912,Representative,Democrat,WI,2002
87,"RHODES, George Milton",1898,Representative,Democrat,PA,1978
87,"RHODES, John Jacob",1916,Representative,Republican,AZ,2003
87,"RIEHLMAN, Roy Walter",1899,Representative,Republican,NY,1978
87,"RILEY, Corinne Boyd",1893,Representative,Democrat,SC,1979
87,"RILEY, John Jacob",1895,Representative,Democrat,SC,1962
87,"RIVERS, Lucius Mendel",1905,Representative,Democrat,SC,1970
87,"RIVERS, Ralph Julian",1903,Representative,Democrat,AK,1976
87,"ROBERTS, Herbert Ray",1913,Representative,Democrat,TX,1992
87,"ROBERTS, Kenneth Allison",1912,Representative,Democrat,AL,1989
87,"ROBERTSON, Absalom Willis",1887,Senator,Democrat,VA,1971
87,"ROBISON, Howard Winfield",1915,Representative,Republican,NY,1987
87,"RODINO, Peter Wallace, Jr.",1909,Representative,Democrat,NJ,2005
87,"ROGERS, Byron Giles",1900,Representative,Democrat,CO,1983
87,"ROGERS, Paul Grant",1921,Representative,Democrat,FL,2008
87,"ROGERS, Walter Edward",1908,Representative,Democrat,TX,2001
87,"ROONEY, John James",1903,Representative,Democrat,NY,1975
87,"ROOSEVELT, James",1907,Representative,Democrat,CA,1991
87,"ROSENTHAL, Benjamin Stanley",1923,Representative,Democrat,NY,1983
87,"ROSTENKOWSKI, Daniel David",1928,Representative,Democrat,IL,2010
87,"ROUDEBUSH, Richard Lowell",1918,Representative,Republican,IN,1995
87,"ROUSH, John Edward",1920,Representative,Democrat,IN,2004
87,"ROUSSELOT, John Harbin",1927,Representative,Republican,CA,2003
87,"RUSSELL, Richard Brevard, Jr.",1897,Senator,Democrat,GA,1971
87,"RUTHERFORD, J. T.",1921,Representative,Democrat,TX,2006
87,"RYAN, Harold Martin",1911,Representative,Democrat,MI,2007
87,"RYAN, William Fitts",1922,Representative,Democrat,NY,1972
87,"SALTONSTALL, Leverett",1892,Senator,Republican,MA,1979
